"country","fuel-type","type-of-vehicle","Unit","Date","Value"
"Cyprus","Alternative (total)","Passenger cars","Number","2022","1442"
"Czechia","Petrol","Passenger cars","Number","1993","2654296"
"Czechia","Petrol","Passenger cars","Number","1994","2729374"
"Czechia","Petrol","Passenger cars","Number","1995","2833720"
"Czechia","Petrol","Passenger cars","Number","1996","2959896"
"Czechia","Petrol","Passenger cars","Number","1997","3123451"
"Czechia","Petrol","Passenger cars","Number","1998","3189084"
"Czechia","Petrol","Passenger cars","Number","1999","3091000"
"Czechia","Petrol","Passenger cars","Number","2000","3048500"
"Czechia","Petrol","Passenger cars","Number","2001","3090900"
"Czechia","Petrol","Passenger cars","Number","2002","3116200"
"Czechia","Petrol","Passenger cars","Number","2003","3123970"
"Czechia","Petrol","Passenger cars","Number","2004","3164000"
"Czechia","Petrol","Passenger cars","Number","2005","3234000"
"Czechia","Petrol","Passenger cars","Number","2006","3298000"
"Czechia","Petrol","Passenger cars","Number","2007","3374000"
"Czechia","Petrol","Passenger cars","Number","2008","3410000"
"Czechia","Petrol","Passenger cars","Number","2009","3328000"
"Czechia","Petrol","Passenger cars","Number","2010","3285000"
"Czechia","Petrol","Passenger cars","Number","2011","3261000"
"Czechia","Petrol","Passenger cars","Number","2012","3216000"
"Czechia","Petrol","Passenger cars","Number","2013","3196233"
"Czechia","Petrol","Passenger cars","Number","2014","3189890"
"Czechia","Petrol","Passenger cars","Number","2015","3292863"
"Czechia","Petrol","Passenger cars","Number","2016","3337837"
"Czechia","Petrol","Passenger cars","Number","2017","3422845"
"Czechia","Petrol","Passenger cars","Number","2018","3390776"
"Czechia","Petrol","Passenger cars","Number","2019","3475194"
"Czechia","Petrol","Passenger cars","Number","2020","3515604"
"Czechia","Petrol","Passenger cars","Number","2021","3523023"
"Czechia","Petrol","Passenger cars","Number","2022","3633447"
"Czechia","Diesel","Passenger cars","Number","1993","170192"
"Czechia","Diesel","Passenger cars","Number","1994","185783"
"Czechia","Diesel","Passenger cars","Number","1995","200810"
"Czechia","Diesel","Passenger cars","Number","1996","223823"
"Czechia","Diesel","Passenger cars","Number","1997","259209"
"Czechia","Diesel","Passenger cars","Number","1998","295526"
"Czechia","Diesel","Passenger cars","Number","1999","341000"
"Czechia","Diesel","Passenger cars","Number","2000","383200"
"Czechia","Diesel","Passenger cars","Number","2001","432000"
"Czechia","Diesel","Passenger cars","Number","2002","499200"
"Czechia","Diesel","Passenger cars","Number","2003","575935"
"Czechia","Diesel","Passenger cars","Number","2004","646000"
"Czechia","Diesel","Passenger cars","Number","2005","718000"
"Czechia","Diesel","Passenger cars","Number","2006","805000"
"Czechia","Diesel","Passenger cars","Number","2007","901000"
"Czechia","Diesel","Passenger cars","Number","2008","1008000"
"Czechia","Diesel","Passenger cars","Number","2009","1102000"
"Czechia","Diesel","Passenger cars","Number","2010","1206000"
"Czechia","Diesel","Passenger cars","Number","2011","1316000"
"Czechia","Diesel","Passenger cars","Number","2012","1483000"
"Czechia","Diesel","Passenger cars","Number","2013","1525690"
"Czechia","Diesel","Passenger cars","Number","2014","1631014"
"Czechia","Diesel","Passenger cars","Number","2015","1807953"
"Czechia","Diesel","Passenger cars","Number","2016","1954086"
"Czechia","Diesel","Passenger cars","Number","2017","2097056"
"Czechia","Diesel","Passenger cars","Number","2018","2205495"
"Czechia","Diesel","Passenger cars","Number","2019","2313009"
"Czechia","Diesel","Passenger cars","Number","2020","2388353"
"Czechia","Diesel","Passenger cars","Number","2021","2415250"
"Czechia","Diesel","Passenger cars","Number","2022","2508001"
"Czechia","Alternative (total)","Passenger cars","Number","1993","8655"
"Czechia","Alternative (total)","Passenger cars","Number","1994","8759"
"Czechia","Alternative (total)","Passenger cars","Number","1995","8780"
"Czechia","Alternative (total)","Passenger cars","Number","1996","8813"
"Czechia","Alternative (total)","Passenger cars","Number","1997","8881"
"Czechia","Alternative (total)","Passenger cars","Number","1998","8351"
"Czechia","Alternative (total)","Passenger cars","Number","1999","8000"
"Czechia","Alternative (total)","Passenger cars","Number","2000","7100"
"Czechia","Alternative (total)","Passenger cars","Number","2001","6800"
"Czechia","Alternative (total)","Passenger cars","Number","2002","31900"
"Czechia","Alternative (total)","Passenger cars","Number","2003","6125"
"Czechia","Alternative (total)","Passenger cars","Number","2004","6000"
"Czechia","Alternative (total)","Passenger cars","Number","2005","6000"
"Czechia","Alternative (total)","Passenger cars","Number","2006","6000"
"Czechia","Alternative (total)","Passenger cars","Number","2007","5000"
"Czechia","Alternative (total)","Passenger cars","Number","2008","5000"
"Czechia","Alternative (total)","Passenger cars","Number","2009","5000"
"Czechia","Alternative (total)","Passenger cars","Number","2010","5000"
"Czechia","Alternative (total)","Passenger cars","Number","2011","5000"
"Czechia","Alternative (total)","Passenger cars","Number","2012","7000"
"Czechia","Alternative (total)","Passenger cars","Number","2013","7262"
"Czechia","Alternative (total)","Passenger cars","Number","2014","12482"
"Czechia","Alternative (total)","Passenger cars","Number","2015","14500"
"Czechia","Alternative (total)","Passenger cars","Number","2016","15885"
"Czechia","Alternative (total)","Passenger cars","Number","2017","18321"
"Czechia","Alternative (total)","Passenger cars","Number","2018","128315"
"Czechia","Alternative (total)","Passenger cars","Number","2019","136792"
"Czechia","Alternative (total)","Passenger cars","Number","2020","145298"
"Czechia","Alternative (total)","Passenger cars","Number","2021","150457"
"Czechia","Alternative (total)","Passenger cars","Number","2022","154526"
"Denmark","Petrol","Passenger cars","Number","1993","1541000"
"Denmark","Petrol","Passenger cars","Number","1994","1534000"
"Denmark","Petrol","Passenger cars","Number","1995","1600000"
"Denmark","Petrol","Passenger cars","Number","1996","1659000"
"Denmark","Petrol","Passenger cars","Number","1997","1702000"
"Denmark","Petrol","Passenger cars","Number","1998","1734000"
"Denmark","Petrol","Passenger cars","Number","1999","1750000"
"Denmark","Petrol","Passenger cars","Number","2000","1748000"
"Denmark","Petrol","Passenger cars","Number","2001","1752000"
"Denmark","Petrol","Passenger cars","Number","2002","1749000"
"Denmark","Petrol","Passenger cars","Number","2005","1842379"
"Denmark","Petrol","Passenger cars","Number","2008","1801800"
"Denmark","Petrol","Passenger cars","Number","2013","1623238"
"Denmark","Petrol","Passenger cars","Number","2014","1639695"
"Denmark","Petrol","Passenger cars","Number","2015","1667177"
"Denmark","Petrol","Passenger cars","Number","2016","1702651"
"Denmark","Petrol","Passenger cars","Number","2017","1738203"
"Denmark","Petrol","Passenger cars","Number","2018","1771711"
"Denmark","Petrol","Passenger cars","Number","2019","1813647"
"Denmark","Petrol","Passenger cars","Number","2020","1863389"
"Denmark","Petrol","Passenger cars","Number","2021","1915884"
"Denmark","Petrol","Passenger cars","Number","2022","1921891"
"Denmark","Diesel","Passenger cars","Number","1993","76000"
"Denmark","Diesel","Passenger cars","Number","1994","76000"
"Denmark","Diesel","Passenger cars","Number","1995","78000"
"Denmark","Diesel","Passenger cars","Number","1996","79000"
"Denmark","Diesel","Passenger cars","Number","1997","80000"
"Denmark","Diesel","Passenger cars","Number","1998","83000"
"Denmark","Diesel","Passenger cars","Number","1999","93000"
"Denmark","Diesel","Passenger cars","Number","2000","106000"
"Denmark","Diesel","Passenger cars","Number","2001","120000"
"Denmark","Diesel","Passenger cars","Number","2002","139000"
"Denmark","Diesel","Passenger cars","Number","2005","543290"
"Denmark","Diesel","Passenger cars","Number","2008","778931"
"Denmark","Diesel","Passenger cars","Number","2013","653290"
"Denmark","Diesel","Passenger cars","Number","2014","686869"
"Denmark","Diesel","Passenger cars","Number","2015","715628"
"Denmark","Diesel","Passenger cars","Number","2016","754054"
"Denmark","Diesel","Passenger cars","Number","2017","782859"
"Denmark","Diesel","Passenger cars","Number","2018","812502"
"Denmark","Diesel","Passenger cars","Number","2019","822368"
"Denmark","Diesel","Passenger cars","Number","2020","828081"
"Denmark","Diesel","Passenger cars","Number","2021","804754"
"Denmark","Diesel","Passenger cars","Number","2022","766234"
"Denmark","Alternative (total)","Passenger cars","Number","1993","1114"
"Denmark","Alternative (total)","Passenger cars","Number","1994","1000"
"Denmark","Alternative (total)","Passenger cars","Number","1995","1000"
"Denmark","Alternative (total)","Passenger cars","Number","1996","427"
"Denmark","Alternative (total)","Passenger cars","Number","1997","348"
"Denmark","Alternative (total)","Passenger cars","Number","1998","0"
"Denmark","Alternative (total)","Passenger cars","Number","1999","0"
"Denmark","Alternative (total)","Passenger cars","Number","2000","0"
"Denmark","Alternative (total)","Passenger cars","Number","2001","0"
"Denmark","Alternative (total)","Passenger cars","Number","2002","0"
"Denmark","Alternative (total)","Passenger cars","Number","2013","1593"
"Denmark","Alternative (total)","Passenger cars","Number","2014","3014"
"Denmark","Alternative (total)","Passenger cars","Number","2015","8018"
"Denmark","Alternative (total)","Passenger cars","Number","2016","8833"
"Denmark","Alternative (total)","Passenger cars","Number","2017","8985"
"Denmark","Alternative (total)","Passenger cars","Number","2018","10256"
"Denmark","Alternative (total)","Passenger cars","Number","2019","15726"
"Denmark","Alternative (total)","Passenger cars","Number","2020","32140"
"Denmark","Alternative (total)","Passenger cars","Number","2021","66926"
"Denmark","Alternative (total)","Passenger cars","Number","2022","112952"
"Estonia","Petrol","Passenger cars","Number","1997","396700"
"Estonia","Petrol","Passenger cars","Number","1998","412300"
"Estonia","Petrol","Passenger cars","Number","1999","416000"
"Estonia","Petrol","Passenger cars","Number","2000","416400"
"Estonia","Petrol","Passenger cars","Number","2001","364000"
"Estonia","Petrol","Passenger cars","Number","2002","355100"
"Estonia","Petrol","Passenger cars","Number","2003","380500"
"Estonia","Petrol","Passenger cars","Number","2004","404000"
"Estonia","Petrol","Passenger cars","Number","2005","414900"
"Estonia","Petrol","Passenger cars","Number","2006","451100"
"Estonia","Petrol","Passenger cars","Number","2007","407600"
"Estonia","Petrol","Passenger cars","Number","2008","423500"
"Estonia","Petrol","Passenger cars","Number","2009","417200"
"Estonia","Petrol","Passenger cars","Number","2010","415580"
"Estonia","Petrol","Passenger cars","Number","2011","420000"
"Estonia","Petrol","Passenger cars","Number","2012","424300"
"Estonia","Petrol","Passenger cars","Number","2013","426366"
"Estonia","Petrol","Passenger cars","Number","2014","429002"
"Estonia","Petrol","Passenger cars","Number","2015","434041"
"Estonia","Petrol","Passenger cars","Number","2016","443083"
"Estonia","Petrol","Passenger cars","Number","2017","449349"
"Estonia","Petrol","Passenger cars","Number","2018","452958"
"Estonia","Petrol","Passenger cars","Number","2019","477238"
"Estonia","Petrol","Passenger cars","Number","2020","478144"
"Estonia","Petrol","Passenger cars","Number","2021","480314"
"Estonia","Petrol","Passenger cars","Number","2022","486088"
"Estonia","Diesel","Passenger cars","Number","1997","31000"
"Estonia","Diesel","Passenger cars","Number","1998","387000"
"Estonia","Diesel","Passenger cars","Number","1999","43000"
"Estonia","Diesel","Passenger cars","Number","2000","47600"
"Estonia","Diesel","Passenger cars","Number","2001","43200"
"Estonia","Diesel","Passenger cars","Number","2002","45600"
"Estonia","Diesel","Passenger cars","Number","2003","53500"
"Estonia","Diesel","Passenger cars","Number","2004","67000"
"Estonia","Diesel","Passenger cars","Number","2005","78800"
"Estonia","Diesel","Passenger cars","Number","2006","102900"
"Estonia","Diesel","Passenger cars","Number","2007","116200"
"Estonia","Diesel","Passenger cars","Number","2008","128300"
"Estonia","Diesel","Passenger cars","Number","2009","128400"
"Estonia","Diesel","Passenger cars","Number","2010","137100"
"Estonia","Diesel","Passenger cars","Number","2011","154000"
"Estonia","Diesel","Passenger cars","Number","2012","177200"
"Estonia","Diesel","Passenger cars","Number","2013","201372"
"Estonia","Diesel","Passenger cars","Number","2014","222646"
"Estonia","Diesel","Passenger cars","Number","2015","241054"
"Estonia","Diesel","Passenger cars","Number","2016","258436"
"Estonia","Diesel","Passenger cars","Number","2017","274839"
"Estonia","Diesel","Passenger cars","Number","2018","291597"
"Estonia","Diesel","Passenger cars","Number","2019","314979"
"Estonia","Diesel","Passenger cars","Number","2020","326706"
"Estonia","Diesel","Passenger cars","Number","2021","340588"
"Estonia","Diesel","Passenger cars","Number","2022","357005"
"Estonia","Alternative (total)","Passenger cars","Number","2004","0"
"Estonia","Alternative (total)","Passenger cars","Number","2006","0"
"Estonia","Alternative (total)","Passenger cars","Number","2007","0"
"Estonia","Alternative (total)","Passenger cars","Number","2008","0"
"Estonia","Alternative (total)","Passenger cars","Number","2009","0"
"Estonia","Alternative (total)","Passenger cars","Number","2010","0"
"Estonia","Alternative (total)","Passenger cars","Number","2011","0"
"Estonia","Alternative (total)","Passenger cars","Number","2012","600"
"Estonia","Alternative (total)","Passenger cars","Number","2013","827"
